,Gender,EthnicGroup,ParentEduc,LunchType,NumberofSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
12929,M,group D,some high school,standard,2,school_bus,< 5,86,92,91
12930,M,group C,some high school,standard,4,school_bus,< 5,54,68,75
12931,M,group E,high school,standard,2,school_bus,5 - 10,100,100,98
12932,M,group C,associate's degree,standard,1,school_bus,> 10,76,75,74
12933,M,group D,some high school,standard,1,private,< 5,58,67,63
12934,M,group E,associate's degree,standard,4,school_bus,5 - 10,100,100,97
12935,M,group B,bachelor's degree,standard,3,private,5 - 10,82,82,84
12936,M,group C,some college,standard,3,school_bus,> 10,61,71,68
12937,M,group C,associate's degree,free/reduced,0,school_bus,< 5,71,90,87
12938,M,group D,some high school,standard,2,school_bus,< 5,66,63,67
12939,M,group B,some high school,standard,3,private,< 5,42,59,54
12940,M,group D,some high school,standard,3,school_bus,5 - 10,64,54,51
12941,M,group E,some college,standard,2,school_bus,< 5,67,87,81
12942,M,group E,high school,standard,5,school_bus,< 5,83,71,71
12943,M,group C,associate's degree,free/reduced,2,school_bus,> 10,63,67,73
12944,M,group A,associate's degree,standard,2,private,< 5,51,50,49
12945,M,group D,some high school,standard,0,private,< 5,81,80,78
12946,M,group B,some high school,standard,1,school_bus,< 5,77,87,79
12947,M,group C,high school,standard,1,school_bus,5 - 10,73,76,73
12948,M,group C,some high school,free/reduced,3,school_bus,> 10,63,73,70
12949,M,group D,some college,free/reduced,3,school_bus,5 - 10,72,75,78
12950,M,group D,associate's degree,free/reduced,1,private,5 - 10,65,81,82
12951,M,group B,high school,standard,3,private,< 5,32,35,29
12952,M,group B,some high school,standard,3,private,> 10,70,61,65
12953,M,group D,some high school,standard,1,school_bus,5 - 10,78,88,88
12954,M,group E,high school,standard,4,school_bus,5 - 10,76,77,84
12955,M,group D,some high school,standard,2,school_bus,> 10,79,79,75
12956,M,group B,some college,standard,1,private,5 - 10,72,71,63
12957,M,group E,master's degree,standard,5,private,5 - 10,60,58,62
12958,M,group C,bachelor's degree,standard,3,school_bus,5 - 10,72,85,86
12959,M,group C,associate's degree,free/reduced,3,private,5 - 10,40,58,57
12960,M,group B,some college,standard,1,school_bus,5 - 10,46,46,39
12961,M,group B,some high school,free/reduced,3,private,5 - 10,26,39,41
12962,M,group C,high school,free/reduced,3,school_bus,5 - 10,69,61,58
12963,M,group A,high school,free/reduced,0,private,5 - 10,55,58,60
12964,M,group D,some high school,standard,2,private,< 5,67,69,67
12965,M,group B,associate's degree,standard,0,private,< 5,73,95,89
12966,M,group D,some college,standard,3,school_bus,< 5,95,90,98
12967,M,group D,bachelor's degree,standard,4,school_bus,5 - 10,71,64,65
12968,M,group E,some college,free/reduced,5,school_bus,5 - 10,78,88,81
12969,M,group C,some high school,standard,1,school_bus,> 10,67,70,71
12970,M,group E,high school,free/reduced,1,private,5 - 10,72,71,66
12971,M,group B,some college,standard,2,private,< 5,76,86,82
12972,M,group E,some high school,standard,2,private,5 - 10,76,89,88
12973,M,group C,some high school,free/reduced,0,school_bus,5 - 10,53,45,49
12974,M,group E,master's degree,free/reduced,1,school_bus,5 - 10,59,66,63
12975,M,group D,some high school,free/reduced,2,private,< 5,33,37,35
12976,M,group D,associate's degree,free/reduced,3,private,5 - 10,55,54,49
12977,M,group D,some college,free/reduced,5,private,> 10,77,89,100
12978,M,group C,high school,standard,1,school_bus,5 - 10,55,50,52
12979,M,group D,some high school,standard,4,school_bus,5 - 10,67,78,81
12980,M,group C,some college,standard,7,school_bus,< 5,43,54,46
12981,M,group C,associate's degree,standard,2,private,5 - 10,61,60,67
12982,M,group C,associate's degree,standard,2,private,5 - 10,80,96,90
12983,M,group D,some college,free/reduced,1,private,5 - 10,48,55,62
12984,M,group D,some high school,free/reduced,3,private,< 5,46,45,46
12985,M,group B,some college,standard,0,school_bus,> 10,75,72,67
12986,M,group C,bachelor's degree,standard,1,school_bus,< 5,76,66,64
12987,M,group C,high school,standard,2,school_bus,< 5,54,70,63
12988,M,group A,some high school,free/reduced,3,school_bus,5 - 10,57,61,57
12989,M,group D,master's degree,standard,0,private,< 5,67,47,51
12990,M,group E,associate's degree,free/reduced,1,school_bus,< 5,51,52,45
12991,M,group A,associate's degree,standard,5,private,5 - 10,95,90,95
12992,M,group C,some high school,standard,2,private,< 5,66,66,58
12993,M,group B,associate's degree,standard,1,private,5 - 10,91,88,77
12994,M,group D,associate's degree,standard,3,school_bus,5 - 10,85,79,79
12995,M,group C,some high school,standard,4,school_bus,> 10,49,64,54
12996,M,group C,some high school,standard,1,private,5 - 10,74,87,80
12997,M,group C,high school,standard,4,private,5 - 10,88,96,94
12998,M,group D,some college,standard,2,private,5 - 10,93,94,100
12999,M,group C,high school,standard,2,private,5 - 10,85,88,78
13000,M,group A,associate's degree,standard,3,school_bus,5 - 10,63,64,63
13001,M,group B,some high school,standard,4,school_bus,> 10,86,88,90
13002,M,group B,high school,free/reduced,2,school_bus,5 - 10,53,70,66
13003,M,group D,high school,standard,1,school_bus,< 5,75,80,73
13004,M,group D,some high school,standard,1,school_bus,< 5,52,44,46
13005,M,group D,master's degree,standard,1,school_bus,5 - 10,71,86,95
13006,M,group D,some college,free/reduced,1,school_bus,> 10,48,48,50
13007,M,group C,high school,standard,3,school_bus,> 10,48,56,47
13008,M,group B,high school,standard,1,school_bus,< 5,69,73,69
13009,M,group D,high school,standard,0,private,5 - 10,77,83,86
13010,M,group C,some college,standard,4,school_bus,5 - 10,73,84,83
13011,M,group E,associate's degree,standard,0,private,5 - 10,63,69,65
13012,M,group B,high school,free/reduced,1,school_bus,> 10,57,74,75
13013,M,group B,some college,standard,2,school_bus,5 - 10,39,47,50
13014,M,group C,associate's degree,standard,2,school_bus,< 5,83,93,97
13015,M,group C,some college,standard,1,school_bus,< 5,51,62,69
13016,M,group A,associate's degree,standard,3,private,< 5,60,70,65
13017,M,group D,associate's degree,free/reduced,3,private,< 5,45,38,40
13018,M,group C,some college,standard,2,school_bus,5 - 10,60,67,60
13019,M,group C,bachelor's degree,standard,3,private,< 5,65,72,67
13020,M,group D,some high school,standard,3,school_bus,5 - 10,47,54,52
13021,M,group A,some college,standard,0,private,5 - 10,70,72,70
13022,M,group B,bachelor's degree,free/reduced,5,school_bus,> 10,70,71,69
13023,M,group C,bachelor's degree,standard,2,school_bus,5 - 10,93,100,97
13024,M,group C,associate's degree,free/reduced,3,private,> 10,39,44,38
13025,M,group D,some college,standard,4,school_bus,5 - 10,75,73,73
13026,M,group C,high school,standard,4,school_bus,5 - 10,61,73,72
13027,M,group C,some college,standard,1,school_bus,5 - 10,69,79,88
13028,M,group C,some college,free/reduced,3,private,5 - 10,42,50,50
13029,M,group C,master's degree,standard,3,private,> 10,82,95,93
13030,M,group C,high school,standard,0,school_bus,> 10,79,64,70
13031,M,group C,some college,standard,0,private,5 - 10,61,64,63
13032,M,group A,high school,standard,4,school_bus,5 - 10,62,48,48
13033,M,group D,associate's degree,standard,2,school_bus,5 - 10,81,71,68
13034,M,group E,bachelor's degree,standard,0,private,> 10,84,100,94
13035,M,group E,high school,standard,6,school_bus,5 - 10,84,77,75
13036,M,group B,some college,free/reduced,1,private,< 5,83,89,80
13037,M,group C,associate's degree,standard,3,school_bus,< 5,69,66,60
13038,M,group D,some college,standard,1,private,< 5,75,84,85
13039,M,group D,some high school,standard,4,school_bus,< 5,67,90,90
13040,M,group B,high school,standard,2,private,< 5,63,66,69
13041,M,group C,bachelor's degree,standard,3,school_bus,< 5,73,80,83
13042,M,group E,associate's degree,standard,3,school_bus,5 - 10,100,90,89
13043,M,group E,some college,free/reduced,1,private,> 10,85,78,76
13044,M,group D,some college,free/reduced,3,private,< 5,73,81,93
13045,M,group B,master's degree,standard,1,school_bus,> 10,80,86,89
13046,M,group D,associate's degree,standard,5,private,5 - 10,75,69,72
13047,M,group D,high school,standard,4,private,5 - 10,73,65,69
13048,M,group E,master's degree,standard,2,private,> 10,82,74,76
13049,M,group D,some high school,free/reduced,3,private,5 - 10,50,51,54
13050,M,group E,associate's degree,standard,1,school_bus,5 - 10,72,77,80
13051,M,group B,bachelor's degree,standard,2,school_bus,5 - 10,64,59,56
13052,M,group D,associate's degree,free/reduced,0,private,> 10,49,49,53
13053,M,group C,associate's degree,standard,0,school_bus,5 - 10,89,69,77
13054,M,group C,some college,standard,2,private,5 - 10,88,84,84
13055,M,group C,some high school,standard,2,private,5 - 10,80,91,90
13056,M,group B,some high school,standard,6,school_bus,< 5,82,89,96
13057,M,group D,high school,standard,3,private,< 5,64,42,42
13058,M,group D,associate's degree,standard,3,private,5 - 10,96,85,84
13059,M,group D,master's degree,standard,2,private,> 10,82,84,82
13060,M,group C,associate's degree,standard,3,school_bus,< 5,68,69,71
13061,M,group C,some high school,free/reduced,5,school_bus,5 - 10,62,46,45
13062,M,group D,some college,standard,2,private,< 5,39,44,45
13063,M,group E,associate's degree,standard,2,school_bus,5 - 10,59,58,65
13064,M,group A,some high school,free/reduced,1,private,< 5,52,45,41
13065,M,group B,bachelor's degree,standard,0,private,5 - 10,70,62,56
13066,M,group C,associate's degree,free/reduced,1,school_bus,5 - 10,60,75,79
13067,M,group A,some high school,standard,5,private,5 - 10,78,78,79
13068,M,group D,high school,standard,0,school_bus,< 5,64,68,76
13069,M,group B,high school,standard,4,private,> 10,77,68,65
13070,M,group B,some college,free/reduced,2,school_bus,< 5,32,44,34
13071,M,group C,associate's degree,free/reduced,0,school_bus,< 5,77,74,70
13072,M,group B,high school,free/reduced,0,school_bus,< 5,69,74,76
13073,M,group D,associate's degree,free/reduced,2,private,5 - 10,57,61,60
13074,M,group A,some college,free/reduced,2,school_bus,5 - 10,34,45,50
13075,M,group E,some high school,standard,1,school_bus,> 10,78,72,68
13076,M,group A,some college,standard,3,school_bus,5 - 10,68,74,78
13077,M,group C,high school,standard,5,private,5 - 10,56,42,34
13078,M,group C,bachelor's degree,free/reduced,0,school_bus,< 5,52,81,80
13079,M,group B,associate's degree,standard,5,private,< 5,73,87,87
13080,M,group C,master's degree,standard,3,private,5 - 10,73,88,89
13081,M,group B,some high school,free/reduced,1,school_bus,5 - 10,60,73,77
13082,M,group D,some high school,standard,2,private,5 - 10,78,84,84
13083,M,group B,some high school,free/reduced,3,school_bus,< 5,32,30,24
13084,M,group E,high school,standard,1,private,5 - 10,86,91,78
13085,M,group C,master's degree,free/reduced,4,private,5 - 10,56,67,63
13086,M,group D,some college,standard,4,school_bus,5 - 10,81,74,70
13087,M,group A,some college,standard,0,private,5 - 10,81,100,92
13088,M,group E,high school,standard,1,school_bus,5 - 10,84,75,79
13089,M,group E,associate's degree,standard,5,private,> 10,76,82,82
13090,M,group D,bachelor's degree,standard,2,private,5 - 10,64,76,75
13091,M,group C,some college,standard,2,school_bus,< 5,77,85,86
13092,M,group B,high school,standard,1,private,5 - 10,54,49,39
13093,M,group B,some college,free/reduced,0,private,5 - 10,52,57,68
13094,M,group B,some high school,standard,3,private,5 - 10,38,42,38
13095,M,group C,high school,standard,2,private,> 10,74,89,89
13096,M,group D,some high school,free/reduced,5,school_bus,< 5,67,76,73
13097,M,group B,some high school,standard,1,school_bus,> 10,57,48,44
13098,M,group C,associate's degree,standard,1,private,5 - 10,64,62,61
13099,M,group C,high school,standard,2,private,< 5,53,61,59
13100,M,group C,associate's degree,free/reduced,3,private,> 10,51,58,61
13101,M,group C,some college,standard,2,school_bus,5 - 10,65,73,73
13102,M,group E,master's degree,free/reduced,2,school_bus,5 - 10,62,70,73
13103,M,group C,high school,standard,3,private,5 - 10,54,66,65
13104,M,group E,some college,free/reduced,0,private,5 - 10,59,69,66
13105,M,group C,associate's degree,standard,2,school_bus,< 5,64,60,56
13106,M,group B,bachelor's degree,standard,5,private,5 - 10,88,94,100
13107,M,group D,high school,free/reduced,3,school_bus,> 10,24,12,18
13108,M,group A,some college,standard,1,school_bus,5 - 10,66,69,75
13109,M,group D,master's degree,standard,3,private,< 5,78,75,84
13110,M,group C,some college,free/reduced,2,private,< 5,56,61,61
13111,M,group D,associate's degree,free/reduced,2,school_bus,5 - 10,57,70,85
13112,M,group B,associate's degree,free/reduced,4,private,5 - 10,70,85,80
13113,M,group E,associate's degree,standard,3,school_bus,> 10,89,90,92
13114,M,group D,associate's degree,free/reduced,4,school_bus,5 - 10,46,56,57
13115,M,group B,some high school,free/reduced,2,private,5 - 10,80,72,71
13116,M,group B,high school,free/reduced,3,private,< 5,54,48,47
13117,M,group D,associate's degree,free/reduced,3,private,5 - 10,54,65,59
13118,M,group D,some high school,standard,3,school_bus,5 - 10,57,56,62
13119,M,group A,associate's degree,standard,1,private,> 10,96,92,95
13120,M,group D,bachelor's degree,standard,2,private,5 - 10,67,77,73
13121,M,group B,some high school,standard,4,school_bus,5 - 10,77,68,64
13122,M,group B,some high school,free/reduced,5,school_bus,5 - 10,46,52,42
13123,M,group D,some college,standard,2,school_bus,< 5,60,81,79
13124,M,group A,associate's degree,standard,5,school_bus,5 - 10,80,80,83
13125,M,group B,some high school,standard,2,private,> 10,65,54,51
13126,M,group B,some high school,free/reduced,3,school_bus,5 - 10,52,45,36
13127,M,group D,high school,standard,3,school_bus,5 - 10,63,73,72
13128,M,group C,some college,free/reduced,2,school_bus,< 5,54,70,69
13129,M,group B,some high school,standard,0,private,5 - 10,74,73,76
13130,M,group A,some college,free/reduced,0,school_bus,> 10,65,52,51
13131,M,group D,associate's degree,free/reduced,1,private,< 5,58,76,69
13132,M,group B,bachelor's degree,free/reduced,1,school_bus,< 5,55,48,48
13133,M,group D,associate's degree,free/reduced,1,school_bus,< 5,64,66,62
13134,M,group D,associate's degree,standard,1,school_bus,5 - 10,70,65,65
13135,M,group E,some college,free/reduced,1,private,5 - 10,74,87,82
13136,M,group A,some college,standard,1,school_bus,5 - 10,76,66,58
13137,M,group C,bachelor's degree,free/reduced,1,private,5 - 10,57,59,60
13138,M,group C,some college,free/reduced,2,school_bus,5 - 10,55,64,58
13139,M,group D,high school,free/reduced,2,private,5 - 10,69,59,62
13140,M,group D,some high school,free/reduced,3,school_bus,> 10,54,61,63
13141,M,group C,bachelor's degree,standard,2,private,< 5,95,98,97
13142,M,group D,high school,free/reduced,4,school_bus,< 5,58,61,67
13143,M,group A,high school,free/reduced,2,private,> 10,60,59,59
13144,M,group D,bachelor's degree,standard,4,school_bus,< 5,61,69,70
13145,M,group B,high school,standard,1,school_bus,> 10,45,52,51
13146,M,group C,some college,free/reduced,3,private,> 10,61,54,53
13147,M,group C,high school,free/reduced,5,private,< 5,50,37,37
13148,M,group C,associate's degree,free/reduced,1,school_bus,5 - 10,48,43,48
13149,M,group B,some college,free/reduced,3,private,5 - 10,46,47,42
13150,M,group D,high school,standard,1,school_bus,5 - 10,64,58,62
13151,M,group B,associate's degree,standard,2,private,5 - 10,92,86,79
13152,M,group C,associate's degree,free/reduced,0,school_bus,> 10,81,74,69
13153,M,group D,some college,free/reduced,4,private,5 - 10,74,91,91
13154,M,group C,associate's degree,standard,2,school_bus,> 10,64,60,62
13155,M,group D,master's degree,standard,3,school_bus,5 - 10,93,94,96
13156,M,group D,associate's degree,free/reduced,6,private,< 5,50,62,61
13157,M,group D,master's degree,free/reduced,3,school_bus,5 - 10,81,87,85
13158,M,group C,high school,free/reduced,3,private,< 5,53,62,54
13159,M,group D,associate's degree,standard,0,school_bus,< 5,71,81,80
13160,M,group D,some college,standard,1,school_bus,< 5,81,78,78
13161,M,group A,some college,standard,2,school_bus,5 - 10,47,58,59
13162,M,group B,bachelor's degree,standard,4,school_bus,5 - 10,89,100,100
13163,M,group E,high school,standard,2,school_bus,5 - 10,72,79,72
13164,M,group E,some college,free/reduced,3,school_bus,5 - 10,88,95,90
13165,M,group C,high school,free/reduced,2,school_bus,> 10,62,63,58
13166,M,group D,some college,standard,2,private,< 5,84,90,87
13167,M,group E,bachelor's degree,free/reduced,1,private,< 5,54,46,50
13168,M,group E,high school,free/reduced,3,private,5 - 10,61,57,52
